InstanceId,Name,Type,vCPUs,AvgCPU%,Status
i-0c77e0c2317e9c59b,rightsizing-web-server,t3.micro,2,66.65731227406756,RIGHT_SIZED
i-087a0b5176024f378,rightsizing-data-processor,t3.micro,2,10.061537759069859,RIGHT_SIZED
